"Case Number","Date",,"Address","Charge","Charge Description",,
20160420110,"4/21/2016","1:39:00PM","2249 MCCONNELL RD/S ENGLISH ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160420081,"4/20/2016 12:00:00AM",,"910 W MEADOWVIEW RD","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160422212,"4/22/2016","8:05:00PM","2700 PATIO PL/BYWOOD RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160422232,"4/22/2016","9:42:00PM","2899 REGENTS PARK LN/AMBERHILL DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160422234,"4/22/2016 10:00:00PM",,"2899 REGENTS PARK LN/AMBERHILL DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160422239,"4/22/2016 10:22:00PM",,"2899 REGENTS PARK LN/AMBERHILL DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160421013,"4/21/2016","2:24:00AM","100 E WHITTINGTON ST/S ELM ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160402235,"4/3/2016 12:34:00AM",,"3698 W WENDOVER AV/NORWALK ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160423184,"4/23/2016 10:46:00PM",,"3299 FARMINGTON DR/S HOLDEN RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160424027,"4/24/2016 12:00:00AM",,"299 W MCGEE ST/FEDERAL PL","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160419150,"4/19/2016 12:00:00AM",,"5499 HORNADAY RD/GUILFORD COLLEGE RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160423178,"4/23/2016","9:17:36PM","3099 N CHURCH ST/CHARLES ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160421230,"4/21/2016 12:00:00AM",,"1599 S ELM-EUGENE ST/E FLORIDA ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160427132,"4/27/2016","2:31:00PM","2499 LARKSPUR DR/WOODBRIAR AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160427247,"4/27/2016","9:49:00PM","1499 CLARENDON DR/HOBBS RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160427273,"4/27/2016 11:38:00PM",,"1799 FREEMAN MILL RD/W FLORIDA ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160428009,"4/28/2016 12:43:00AM",,"999 W GATE CITY BLVD/HIGHLAND AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160418106,"4/18/2016","1:19:00PM","2699 DAVID CALDWELL DR/HILL-N-DALE DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160428098,"4/28/2016 11:56:00AM",,"1249 GREEN VALLEY RD/WESTOVER TER","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160428262,"4/28/2016","9:03:00PM","3299 E BESSEMER AV/HUFFINE MILL RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160429007,"4/29/2016 12:19:00AM",,"199 E FRIENDLY AV/N DAVIE ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160422124,"4/22/2016 12:00:00AM",,"1699 JOSEPH M BRYAN BLVD/N HOLDEN RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160430032,"4/30/2016 12:58:00AM",,"3999 BATTLEGROUND AV/HORSE PEN CREEK RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160429055,"4/29/2016","7:12:00AM","799 S BENBOW RD/GORRELL ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160421069,"4/21/2016 11:28:00AM",,"311 GALLIMORE DAIRY RD/BURNT POPLAR RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160429079,"4/29/2016 12:00:00AM",,"100 E MARKET ST/N ELM ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160501018,"5/1/2016","2:14:00AM","499 W MARKET ST/N EDGEWORTH ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160501183,"5/1/2016 10:15:00PM",,"1575 NEW GARDEN RD/OFF RAMP JOSEPH BRYAN BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160501204,"5/1/2016 11:48:00PM",,"399 S MENDENHALL ST/W MCGEE ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160425183,"4/25/2016","6:25:00PM","2199 WATTS ST/PATTERSON CT","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160502009,"5/2/2016","1:52:00AM","100 COLLEGE RD/W MARKET ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160501128,"5/1/2016 12:00:00AM",,"1252 JOSEPH M BRYAN BLVD/BENJAM","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160503041,"5/3/2016","9:49:00AM","2699 DAVID CALDWELL DR/HILL-N-DALE DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160503044,"5/3/2016 10:11:00AM",,"2699 DAVID CALDWELL DR/HILL-N-DALE DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20150909319,"9/9/2015 12:00:00AM",,"SUMMIT AV/CODY AV","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20150928219,"9/28/2015","6:55:00PM","3099 MCCONNELL RD/FRANKLIN BLVD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20150928274,"9/28/2015","9:58:00PM","199 ANDREW ST/ARLINGTON ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20150926178,"9/26/2015 12:00:00AM",,"LAKE BRANDT RD/LAWNDALE DR","20-158(B3)","FAILURE TO STOP AND YIELD R/W AT FLASING RED LIGHT",,
20150924255,"9/30/2015 11:25:00AM",,"999 E BRAGG ST/BENNETT ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20150930281,"9/30/2015","8:36:00PM","999 PEARSON ST/DOUGLAS ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20150930261,"9/30/2015","7:59:00PM","2199 E GATE CITY BLVD/WILLOW RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20150929177,"9/29/2015 12:00:00AM",,"1099 SHELBY DR/BIG TREE WAY","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20150930225,"9/30/2015 12:00:00AM",,"499 W FRIENDLY AV/N EDGEWORTH ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151003008,"10/3/2015 12:28:00AM",,"DICK ST/FREEMAN MILL RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151002279,"10/2/2015 11:16:00PM",,"PHILLIPS AV/SUMMIT AV","20-158.1","FAIL TO YIELD RIGHT-OF-WAY",,
20151002247,"10/2/2015","9:00:00PM","2799 VANSTORY ST/VEASLEY ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151003008,"10/3/2015 12:28:00AM",,"799 DICK ST/UNION ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20150930301,"9/30/2015 12:00:00AM",,"CREEK RIDGE RD/W VANDALIA RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151003191,"10/3/2015","9:57:00PM","4390 WENDOVER AV/ON RAMP I-40 E","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151003211,"10/3/2015 11:31:00PM",,"499 S AYCOCK ST/WALKER AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151004204,"10/4/2015 10:47:00PM",,"1800 PEACHTREE ST/GILLESPIE ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151006058,"10/6/2015","8:53:00AM","3089 SUMMIT AV/E CONE BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151006124,"10/6/2015","1:39:00PM","5931 SUMMIT AV","20-158.1","FAIL TO YIELD RIGHT-OF-WAY",,
20151003152,"10/3/2015 12:00:00AM",,"1214 BRIDFORD PKWY","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20151002096,"10/2/2015 12:00:00AM",,"GILLESPIE ST/E MARKET ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20150510943,"10/7/2015","9:45:00AM","3999 W WENDOVER AV/S EDWARDIA DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151006268,"10/6/2015 10:22:00PM",,"1571 NEW GARDEN RD/HIGHWOODS CIR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151006052,"10/6/2015 12:00:00AM",,"FLEMING RD/BEECHMONT DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151007210,"10/7/2015 12:00:00AM",,"E MARKET ST/LAUREL ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20151011005,"10/11/2015 12:51:00AM",,"299 N EUGENE ST/BELLEMEADE ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151008163,"10/8/2015","6:32:00PM","2879 S ELM-EUGENE ST/I-40W\BUS 85S","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151010182,"10/10/2015 11:35:00PM",,"799 MERRITT DR/CLIFTON RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151005170,"10/5/2015","4:40:00PM","89 PENRY RD/E WENDOVER AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151011172,"10/11/2015","9:55:00PM","2469 RANDLEMAN RD/I-40W\BUS 85S","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151009033,"10/9/2015 12:00:00AM",,"W WENDOVER AV/S EDWARDIA DR","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20151012266,"10/12/2015 10:04:00PM",,"600 HICKORY RIDGE DR/S REGIONAL RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151013045,"10/13/2015","8:09:00AM","2299 E GATE CITY BLVD/S ENGLISH ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151013286,"10/13/2015 10:07:00PM",,"2799 MCCONNELL RD/BORDERS TER","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151013326,"10/13/2015 11:48:00PM",,"799 S AYCOCK ST/W GATE CITY BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151011044,"10/11/2015 12:00:00AM",,"GALLIMORE DAIRY RD/S CHIMNEY ROCK RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151007060,"10/7/2015 12:00:00AM",,"W MARKET ST/S CEDAR ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20151014083,"10/14/2015 10:43:00AM",,"1699 E BESSEMER AV/HUFFMAN ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151014009,"10/14/2015 12:00:00AM",,"SPRING GARDEN ST/S MENDENHALL ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151012085,"10/12/2015 12:00:00AM",,"S BENBOW RD/E GATE CITY BLVD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151015029,"10/15/2015","2:02:00AM","1099 GRECADE ST/BEAMAN PL","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151013231,"10/13/2015 12:00:00AM",,"WILEY DAVIS RD/CLAIR PL","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151015020,"10/15/2015 12:00:00AM",,"E WENDOVER AV/OLIVE ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151015225,"10/15/2015","7:46:00PM","599 E LINDSAY ST/YANCEYVILLE ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151013281,"10/13/2015 10:02:00PM",,"2799 S ELM-EUGENE ST/E MEADOWVIEW RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151015267,"10/15/2015 10:17:00PM",,"700 CARNEGIE PL/MARY ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151013245,"10/13/2015","6:59:00PM","2299 BYWOOD RD/WOODBRIAR AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151016022,"10/16/2015","2:26:00AM","3299 IMMANUEL RD/VICTORY ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151014095,"10/14/2015 12:00:00AM",,"GALLIMORE DAIRY RD/I-40 W","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20150906165,"9/6/2015 6:56:00PM",,"1599 16TH ST/SUMMIT AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20150922223,"9/22/2015","6:30:00PM","1199 SUMMIT AV/FOURTH ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151016331,"10/16/2015 11:41:00PM",,"1199 ARLINGTON ST/ANDREW ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20141129298,"11/29/2014 10:49:00PM",,"499 E WENDOVER AV/N CHURCH ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20141207004,"12/7/2014 12:37:00AM",,"2400 E WENDOVER AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20150821255,"8/21/2015 11:20:00PM",,"239 SUMMIT AV/N CHURCH ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151017029,"10/17/2015 3:30:00AM",,"3049 W GATE CITY BLVD/W MEADOWVIEW RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151017217,"10/17/2015 10:59:00PM",,"3299 IMMANUEL RD/VICTORY ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151017213,"10/17/2015 10:45:00PM",,"1199 ARLINGTON ST/ANDREW ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151015167,"10/15/2015 12:00:00AM",,"S ELM-EUGENE ST/CREEK RIDGE RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151016175,"10/16/2015 12:00:00AM",,"ORCHARD ST/W FLORIDA ST","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20151018127,"10/18/2015 7:46:33PM",,"399 W MEADOWVIEW RD/RANDLEMAN RD","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20151018142,"10/18/2015 12:00:00AM",,"W MARKET ST/N TREMONT DR","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160503062,"5/3/2016 10:58:00AM",,"2699 DAVID CALDWELL DR/HILL-N-DALE DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160503053,"5/3/2016 10:35:00AM",,"2699 DAVID CALDWELL DR/HILL-N-DALE DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160427084,"4/27/2016 12:00:00AM",,"1599 N HOLDEN RD/GRACEWOOD DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160503146,"5/3/2016","4:57:00PM","3699 LAWNDALE DR/PISGAH CHURCH RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160504047,"5/4/2016","8:32:00AM","499 S AYCOCK ST/WALKER AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160504079,"5/4/2016 10:26:00AM",,"2699 DAVID CALDWELL DR/HILL-N-DALE DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160427129,"4/27/2016 12:00:00AM",,"1800 BYWOOD RD/PHILLIPS AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160505073,"5/5/2016 11:58:00AM",,"2999 S ELM-EUGENE ST/BROADWAY DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160506188,"5/6/2016","4:52:00PM","399 S BENBOW RD/CUNNINGHAM ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160722220,"7/22/2016 12:00:00AM",,"1699 OAK ST/VAN WERT ST","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160716158,"7/16/2016","7:41:00PM","7499 OLD FRIENDLY RD/RADAR RD","20-158.1","FAIL TO YIELD RIGHT-OF-WAY",,
20160725009,"7/25/2016","1:25:00AM","100 S AYCOCK ST/W MARKET ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160725031,"7/25/2016","4:44:00AM","3817 S ELM-EUGENE ST/E ELMSLEY DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160725064,"7/25/2016","9:52:00AM","1009 E WASHINGTON ST/HIGH ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160725240,"7/25/2016 11:02:00PM",,"1000 FAIRBANKS ST/FREEMAN MILL RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160725083,"7/25/2016 12:23:00PM",,"599 E LINDSAY ST/N DUDLEY ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160726128,"7/26/2016","2:15:00PM","5549 W FRIENDLY AV/DOLLEY MADISON RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160727016,"7/27/2016","1:32:00AM","3799 DELANCY ST/E BESSEMER AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160726177,"7/26/2016","5:07:00PM","1024 BRIDFORD PKWY/S SWING RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160727015,"7/27/2016","1:34:00AM","3699 W FRIENDLY AV/N HOLDEN RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160728206,"7/28/2016","7:41:00PM","499 N ELM ST/W SMITH ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160727123,"7/27/2016 12:00:00AM",,"1999 PHILLIPS AV/WOODMERE DR","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160729104,"7/29/2016 12:58:00PM",,"5399 W FRIENDLY AV/MUIRS CHAPEL RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160729159,"7/29/2016","4:21:00PM","799 WILLOUGHBY BLVD/WYNNEWOOD DR","20-158(B)(5)","FAILURE TO STOP AT APPROPRIATELY MARKED STOP LINE",,
20160729188,"7/29/2016 12:00:00AM",,"5399 HOBBS RD/NEW GARDEN RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160715072,"7/15/2016 12:00:00AM",,"4899 W FRIENDLY AV/HENDERSON RD","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160801212,"8/1/2016 10:30:00PM",,"7612 BOEING DR/CESSNA DR","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160801229,"8/1/2016 11:27:00PM",,"4499 W MARKET ST/UNITED ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160731103,"7/31/2016 12:00:00AM",,"2049 BOULEVARD ST/HOPE CT","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160730046,"7/29/2016 10:00:00PM",,"615 S REGIONAL RD","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160726110,"7/26/2016 12:00:00AM",,"1514 N CHURCH ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160724104,"7/24/2016 12:00:00AM",,"1599 16TH ST/SUMMIT AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160802303,"8/2/2016 11:35:00PM",,"1099 W GATE CITY BLVD/LEXINGTON AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160801232,"8/1/2016 12:00:00AM",,"1099 W MARKET ST/N TATE ST","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160803129,"8/3/2016","5:11:00PM","3599 FARMINGTON DR/GLEN HOLLOW RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160803219,"8/3/2016 11:43:00PM",,"2498 S HOLDEN RD/FARMINGTON DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160729111,"7/29/2016 12:00:00AM",,"499 E GATE CITY BLVD/PEARSON ST","20-158(B)(1)(3","FAIL YIELD AT STOP SIGN/FLASHING RED LIGHT",,
20160729174,"7/29/2016 12:00:00AM",,"999 E WASHINGTON ST/BENNETT ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160729023,"7/29/2016 12:00:00AM",,"2316 E MARKET ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160804026,"8/4/2016 12:00:00AM",,"1449 S ELM-EUGENE ST/SUSSMANS ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160728087,"7/28/2016 12:24:00PM",,"799 COLLEGE RD/W FRIENDLY AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160807103,"8/7/2016","5:09:00PM","3199 N ELM ST/CORPORATE CENTER BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160718180,"8/8/2016","7:56:00AM","2699 W GATE CITY BLVD/W FLORIDA ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160804267,"8/4/2016 12:00:00AM",,"1098 SUMMIT AV/THIRD ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160802191,"8/2/2016 12:00:00AM",,"4012 W WENDOVER AV","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160804116,"8/4/2016 12:00:00AM",,"2398 FREEMAN MILL RD/WILLOMORE ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160807009,"8/7/2016 12:54:00AM",,"2067 PISGAH CHURCH RD/LAWNDALE DR","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160805127,"8/5/2016 12:00:00AM",,"4499 HILLTOP RD/FAIRFAX RD","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160807048,"8/7/2016","4:45:00AM","3699 W GATE CITY BLVD/S HOLDEN RD","20-158","FAIL TO STOP AT RED LIGHT/STOP SIGN",,
20160809038,"8/9/2016 12:00:00AM",,"100 E WASHINGTON ST/S ELM ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160802124,"8/2/2016 12:51:00PM",,"4099 RANDLEMAN RD/S ELM-EUGENE ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160810032,"8/10/2016","2:17:00AM","3299 W WENDOVER AV/SPRING GARDEN ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160810218,"8/10/2016","7:59:00PM","898 S HOLDEN RD/SPRING GARDEN ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160811024,"8/11/2016","2:12:00AM","1000 FAIRBANKS ST/FREEMAN MILL RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160809096,"8/9/2016","2:31:00PM","4799 JOSEPH M BRYAN BLVD/FLEMING RD","20-158.1","FAIL TO YIELD RIGHT-OF-WAY",,
20160810114,"8/10/2016 12:00:00AM",,"100 N MURROW BLVD/E MARKET ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160811255,"8/11/2016","8:37:00PM","499 MUIRS CHAPEL RD/TOWER RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160811289,"8/12/2016 12:08:00AM",,"6199 W MARKET ST/S SWING RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160812081,"8/12/2016 11:40:00AM",,"2899 GLEN HOLLOW RD/MORNING DEW RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160804225,"8/4/2016 7:38:00PM",,"1499 S EUGENE ST/S ELM ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160812010,"8/12/2016 12:43:00AM",,"3089 SUMMIT AV/E CONE BLVD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160815043,"8/15/2016","7:58:00AM","1199 CRIDLAND RD/LATHAM RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160814001,"8/13/2016 12:00:00AM",,"899 GRANITE ST/SPRING GARDEN ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160815045,"8/15/2016 12:00:00AM",,"499 W WASHINGTON ST/S EDGEWORTH ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160808186,"8/8/2016 10:29:00PM",,"4395 W WENDOVER AV/I-40 W","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20160815201,"8/15/2016","8:04:00PM","1599 CUNNINGHAM ST/S BOOKER ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160805210,"8/5/2016 12:00:00AM",,"158 NC 68 S","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160816172,"8/16/2016","4:28:00PM","3299 IMMANUEL RD/VICTORY ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160804217,"8/4/2016 12:00:00AM",,"1499 RANDLEMAN RD/ORCHARD ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20160816177,"8/16/2016 12:00:00AM",,"499 W FRIENDLY AV/N EDGEWORTH ST","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151018197,"10/19/2015 12:02:00AM",,"499 S SWING RD/GUILFORD COLLEGE RD","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
20151020176,"10/20/2015","5:39:00PM","2209 KOURY BLVD/OFF RAMP I-40 W KOURY BLVD","20-158(B)(5)","FAILURE TO STOP AT APPROPRIATELY MARKED STOP LINE",,
20151017142,"10/17/2015 12:00:00AM",,"BASS CHAPEL RD/AIR HARBOR RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151017192,"10/17/2015 12:00:00AM",,"CUNNINGHAM ST/S BENBOW RD","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151019178,"10/19/2015 12:00:00AM",,"E GATE CITY BLVD/ARLINGTON ST","20-158(B)","FAILURE TO STOP AT STOP SIGN/FLASHING RED LIGHT",,
20151021199,"10/21/2015","3:34:00PM","989 N CHURCH ST/E WENDOVER AV","20-158(B2)","FAILURE TO STOP AT STOPLIGHT",,
